product_id,product_name,main_category,rating_num,rating_count_num,sentiment_score,sentiment_label,sentiment_confidence,dominant_topic,topic_score,matched_topic_words,review_length_chars
B08JQN8DGZ,"boAt Airdopes 121v2 in-Ear True Wireless Earbuds with Upto 14 Hours Playback, 8MM Drivers, Battery Indicators, Lightweight Earbuds & Multifunction Controls (Active Black, with Mic)",Electronics,3.8,180998.0,0.7576144084141581,positive,0.07397959183673469,Charging & Power,18,"battery, charge",2936
B09N3ZNHTY,"boAt Airdopes 141 Bluetooth Truly Wireless in Ear Earbuds with mic, 42H Playtime, Beast Mode(Low Latency Upto 80ms) for Gaming, ENx Tech, ASAP Charge, IWP, IPX4 Water Resistance (Bold Black)",Electronics,3.9,136954.0,0.6878461835431967,positive,0.061598951507208385,Charging & Power,15,"battery, charge, type",5430
B07WMS7TWB,"Pigeon by Stovekraft Amaze Plus Electric Kettle (14289) with Stainless Steel Body, 1.5 litre, used for boiling Water, making tea and coffee, instant noodles, soup etc. 1500 Watt (Silver)",Home&Kitchen,3.9,123365.0,0.08567058737562387,neutral,0.047706422018348627,Charging & Power,5,"cable, fast",3811
B07LG59NPV,"Boult Audio Probass Curve Bluetooth Wireless in Ear Earphones with Mic with Ipx5 Water Resistant, 12H Battery Life & Extra Bass (Black)",Electronics,3.8,103052.0,1.4259380001696669,positive,0.04559426229508197,Charging & Power,34,"battery, power, charge, usb, cable, fast, charging",14699
B07JQKQ91F,"JBL C50HI, Wired in Ear Headphones with Mic, One Button Multi-Function Remote, Lightweight & Comfortable fit (Black)",Electronics,3.9,92995.0,0.9982743731749958,positive,0.07931034482758621,Product Quality & Durability,6,"quality, working, durable, strong",2077
B08FB2LNSZ,"JBL Tune 215BT, 16 Hrs Playtime with Quick Charge, in Ear Bluetooth Wireless Earphones with Mic, 12.5mm Premium Earbuds with Pure Bass, BT 5.0, Dual Pairing, Type C & Voice Assistant Support (Black)",Electronics,3.7,87798.0,1.1908007519598598,positive,0.11254019292604502,Charging & Power,6,"battery, charging, charge, fast",2059
B085W8CFLH,"PTron Tangent Lite Bluetooth 5.0 Earphones with Mic, Hi-Fi Stereo Sound Neckband, 8Hrs Playtime, Lightweight Snug-fit in-Ear Headphones, IPX4 Water Resistant, Fast Charge & Voice Assistant (Black)",Electronics,3.5,83996.0,0.6211495565912797,positive,0.14960629921259844,Price & Value,6,"price, worth, cost, money, cheap",873
B07TCN5VR9,Boult Audio BassBuds X1 in-Ear Wired Earphones with 10mm Extra Bass Driver and HD Sound with mic(Black),Electronics,3.9,77027.0,0.8837879163470619,positive,0.07837837837837838,Product Quality & Durability,8,"quality, build",2622
B07YNTJ8ZM,"Zebronics ZEB-COUNTY 3W Wireless Bluetooth Portable Speaker With Supporting Carry Handle, USB, SD Card, AUX, FM & Call Function. (Green)",Electronics,3.9,64705.0,0.8834766400145097,positive,0.0584070796460177,Charging & Power,29,"cable, charging, battery, charge, usb, type, charger, port",4075
B01MQZ7J8K,"Prestige Electric Kettle PKOSS - 1500watts, Steel (1.5Ltr), Black",Home&Kitchen,3.9,63350.0,1.041511287846591,positive,0.2033898305084746,Product Quality & Durability,3,"working, quality",396
B07L8KNP5F,"ZEBRONICS Zeb-Thunder Bluetooth Wireless Over Ear Headphone FM, mSD, 9 hrs Playback with Mic (Black)",Electronics,3.8,60026.0,0.5130829497708154,positive,0.054844606946983544,Product Quality & Durability,10,"quality, long, build, sturdy, strong, working",3866
B08D77XZX5,"PTron Tangentbeat in-Ear Bluetooth 5.0 Wireless Headphones with Mic, Enhanced Bass, 10mm Drivers, Clear Calls, Snug-Fit, Fast Charging, Magnetic Buds, Voice Assistant & IPX4 Wireless Neckband (Black)",Electronics,3.9,58162.0,1.0405319634289438,positive,0.13533834586466165,Price & Value,6,"price, deal, worth",938
B01GFTEV5Y,Pigeon by Stovekraft Cruise 1800 watt Induction Cooktop (Black),Home&Kitchen,3.8,54032.0,0.24576957615571215,positive,0.06040268456375839,Price & Value,4,"value, money",1033
